County_of_Origin,Period,GenderDescription,AgeClassDescription,Avg_BusUsers_Daily_County_of_Transportation,County_of_Transportation,County_of_Origin_Purchasing_Power_Per_Capita,County_of_Transportation_Purchasing_Power_Per_Capita,percent_dif_OD_PPPC
espinho,Sep-19 to Feb-20,Female,35-44,10.20092619,vila nova de gaia,103.0,100.1,-0.028155339805825297
espinho,Sep-19 to Feb-20,Male,25-34,29.48047926,vila nova de gaia,103.0,100.1,-0.028155339805825297
espinho,Sep-20 to Jan-21,Female,25-34,9.480395803,vila nova de gaia,103.0,100.1,-0.028155339805825297
espinho,Sep-20 to Jan-21,Female,35-44,6.866235116,vila nova de gaia,103.0,100.1,-0.028155339805825297
espinho,Sep-20 to Jan-21,Female,55-64,4.12430797,vila nova de gaia,103.0,100.1,-0.028155339805825297
espinho,Sep-20 to Jan-21,Male,25-34,17.98074508,vila nova de gaia,103.0,100.1,-0.028155339805825297
gondomar,Sep-19 to Feb-20,Female,15-24,25.64645186,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Female,25-34,15.39727852,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Female,35-44,37.97203533,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Female,45-54,37.32181241,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Female,65+,2996.724232,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,15-24,2.20757092,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,25-34,39.53421691,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,35-44,15.330511800000002,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,45-54,69.43962477,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,55-64,159.5918187,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-19 to Feb-20,Male,65+,356.0755524,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,15-24,28.42847356,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,25-34,9.871909864,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,35-44,19.18652776,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,45-54,29.63758677,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,55-64,0.9896553029999999,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Female,65+,1541.613963,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,15-24,5.674865442000001,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,25-34,27.20627095,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,35-44,7.344329564,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,45-54,26.5805147,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,55-64,101.1625825,vila nova de gaia,84.1,100.1,0.1902497027348395
gondomar,Sep-20 to Jan-21,Male,65+,157.0364865,vila nova de gaia,84.1,100.1,0.1902497027348395
oliveira de azeméis,Sep-19 to Feb-20,Female,25-34,0.035744512,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-19 to Feb-20,Female,35-44,0.266284266,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-19 to Feb-20,Male,15-24,2.967977303,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-19 to Feb-20,Male,35-44,0.031409764,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-20 to Jan-21,Female,35-44,0.101854266,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-20 to Jan-21,Male,15-24,0.53465072,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-20 to Jan-21,Male,25-34,0.10435484,vila nova de gaia,83.1,100.1,0.2045728038507822
oliveira de azeméis,Sep-20 to Jan-21,Male,35-44,0.073981235,vila nova de gaia,83.1,100.1,0.2045728038507822
paredes,Sep-19 to Feb-20,Female,35-44,6.0982219970000004,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-19 to Feb-20,Male,25-34,4.386300713,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-19 to Feb-20,Male,35-44,1.589723592,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-20 to Jan-21,Female,25-34,3.8387883510000003,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-20 to Jan-21,Female,35-44,3.5899079769999998,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-20 to Jan-21,Male,35-44,0.968670012,vila nova de gaia,79.8,100.1,0.25438596491228066
paredes,Sep-20 to Jan-21,Male,45-54,1.366205022,vila nova de gaia,79.8,100.1,0.25438596491228066
porto,Sep-19 to Feb-20,Female,15-24,2.777030768,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Female,25-34,8.019476406,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Female,35-44,7.236215603,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Female,45-54,31.42605715,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Female,55-64,54.91004507,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Female,65+,95.61233784,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,15-24,0.227023077,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,25-34,31.65798311,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,35-44,11.57344608,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,45-54,27.68893754,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,55-64,7.288311118999999,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-19 to Feb-20,Male,65+,109.69504369999999,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,15-24,5.499974629,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,25-34,3.369833779,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,35-44,5.317033878999999,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,45-54,9.734299637000001,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,55-64,18.16487892,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Female,65+,63.88372524,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Male,25-34,7.391498512,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Male,35-44,6.961456499,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Male,45-54,13.30054194,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Male,55-64,2.2982544959999998,vila nova de gaia,157.8,100.1,-0.3656527249683144
porto,Sep-20 to Jan-21,Male,65+,56.35502425,vila nova de gaia,157.8,100.1,-0.3656527249683144
póvoa de varzim,Sep-19 to Feb-20,Female,35-44,97.09654064,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-19 to Feb-20,Female,45-54,213.94639249999997,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-19 to Feb-20,Male,25-34,85.26433309999999,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-19 to Feb-20,Male,35-44,757.8036897000001,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-20 to Jan-21,Female,25-34,6.372311245,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-20 to Jan-21,Female,35-44,100.031346,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-20 to Jan-21,Female,45-54,57.7131545,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-20 to Jan-21,Male,25-34,21.72759063,vila nova de gaia,95.5,100.1,0.04816753926701565
póvoa de varzim,Sep-20 to Jan-21,Male,35-44,573.744857,vila nova de gaia,95.5,100.1,0.04816753926701565
santa maria da feira,Sep-19 to Feb-20,Female,25-34,16.95294392,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Female,35-44,94.83746326,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Female,45-54,7.451314325,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Male,15-24,32.06071381,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Male,25-34,81.03129362,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Male,35-44,14.43093476,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-19 to Feb-20,Male,45-54,29.57126369,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Female,15-24,11.60863332,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Female,25-34,0.608093056,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Female,35-44,52.09718793,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Female,45-54,6.070060927999999,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Male,15-24,104.9290398,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Male,25-34,39.33212807,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Male,35-44,10.80633669,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Male,45-54,20.99929106,vila nova de gaia,84.8,100.1,0.18042452830188677
santa maria da feira,Sep-20 to Jan-21,Male,55-64,7.313138176,vila nova de gaia,84.8,100.1,0.18042452830188677
são joão da madeira,Sep-20 to Jan-21,Female,25-34,0.269074241,vila nova de gaia,135.4,100.1,-0.2607090103397342
são joão da madeira,Sep-20 to Jan-21,Female,35-44,0.046025500999999996,vila nova de gaia,135.4,100.1,-0.2607090103397342
são joão da madeira,Sep-20 to Jan-21,Male,35-44,0.191921238,vila nova de gaia,135.4,100.1,-0.2607090103397342
valongo,Sep-19 to Feb-20,Female,35-44,3.4525927789999997,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-19 to Feb-20,Male,15-24,6.777812622000001,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-19 to Feb-20,Male,25-34,0.103237136,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-19 to Feb-20,Male,35-44,0.644630269,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-19 to Feb-20,Male,45-54,0.535178035,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-19 to Feb-20,Male,65+,5.505908012000001,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Female,15-24,2.677954656,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Female,25-34,1.4029887109999999,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Female,35-44,1.803357352,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Female,45-54,1.901226815,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Female,55-64,2.0499318619999998,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,15-24,7.363187976,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,25-34,1.3702264769999999,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,35-44,0.389160959,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,45-54,0.507441942,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,55-64,0.097979764,vila nova de gaia,91.7,100.1,0.0916030534351144
valongo,Sep-20 to Jan-21,Male,65+,4.4790060480000005,vila nova de gaia,91.7,100.1,0.0916030534351144
vila do conde,Sep-19 to Feb-20,Female,25-34,7.021518255,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-19 to Feb-20,Female,35-44,3.0246226430000003,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-19 to Feb-20,Male,45-54,1.6109223830000001,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Female,25-34,5.932057261000001,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Female,35-44,0.20431097,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Female,45-54,1.608810422,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Male,25-34,0.275414797,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Male,35-44,0.376336764,vila nova de gaia,96.2,100.1,0.04054054054054045
vila do conde,Sep-20 to Jan-21,Male,55-64,1.5530196459999999,vila nova de gaia,96.2,100.1,0.04054054054054045
vila nova de gaia,Sep-19 to Feb-20,Female,15-24,393.74294069999996,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Female,25-34,681.9760237,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Female,35-44,147.54710380000003,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Female,45-54,2118.832021,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Female,55-64,1003.576707,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Male,15-24,2507.935673,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Male,25-34,135.3029885,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Male,35-44,422.8246051,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Male,45-54,855.8238748,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-19 to Feb-20,Male,55-64,10.50083045,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,15-24,91.95212198,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,25-34,210.5555349,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,35-44,210.36419700000002,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,45-54,599.0367097,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,55-64,514.692505,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Female,65+,791.1129245,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Male,15-24,2130.585852,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Male,25-34,173.9339964,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Male,35-44,102.42052509999999,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Male,45-54,690.7054427,vila nova de gaia,100.1,100.1,0.0
vila nova de gaia,Sep-20 to Jan-21,Male,55-64,179.2772591,vila nova de gaia,100.1,100.1,0.0
gondomar,Sep-19 to Feb-20,Female,15-24,135.59203430000002,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Female,25-34,81.40495723,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Female,35-44,200.7570304,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Female,45-54,197.319321,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Female,65+,15843.5926,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,15-24,11.67136232,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,25-34,209.01623830000003,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,35-44,81.05196355,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,45-54,367.1252474,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,55-64,843.7572367999999,gondomar,84.1,84.1,0.0
gondomar,Sep-19 to Feb-20,Male,65+,1882.5609399999998,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,15-24,150.3005009,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,25-34,52.19249618,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,35-44,101.43860620000001,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,45-54,156.69304680000002,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,55-64,5.232278387,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Female,65+,8150.467538,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,15-24,30.00284615,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,25-34,143.8387518,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,35-44,38.82925371,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,45-54,140.5303969,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,55-64,534.843589,gondomar,84.1,84.1,0.0
gondomar,Sep-20 to Jan-21,Male,65+,830.2472707000001,gondomar,84.1,84.1,0.0
maia,Sep-19 to Feb-20,Female,15-24,3.760623766,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Female,25-34,16.76846211,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Female,35-44,1.9194762159999998,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Female,45-54,6.42519848,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Female,55-64,0.39191066,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Female,65+,11.21249817,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Male,15-24,4.458519034,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Male,35-44,7.975343554,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Male,45-54,4.819473682,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Male,55-64,18.68086423,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-19 to Feb-20,Male,65+,305.4327056,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,15-24,3.616718398,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,25-34,5.053894535,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,35-44,1.094508436,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,45-54,9.507293749,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,55-64,3.270174082,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Female,65+,24.34707844,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,15-24,1.719376055,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,25-34,11.84889617,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,35-44,6.959200232000001,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,45-54,0.728606324,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,55-64,16.94561779,gondomar,110.7,84.1,-0.24028906955736232
maia,Sep-20 to Jan-21,Male,65+,67.79046663,gondomar,110.7,84.1,-0.24028906955736232
paredes,Sep-19 to Feb-20,Female,35-44,45.59352319,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-19 to Feb-20,Male,25-34,32.79429699,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-19 to Feb-20,Male,35-44,11.88561182,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-20 to Jan-21,Female,25-34,28.70080587,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-20 to Jan-21,Female,35-44,26.84004496,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-20 to Jan-21,Male,35-44,7.242287782000001,gondomar,79.8,84.1,0.05388471177944859
paredes,Sep-20 to Jan-21,Male,45-54,10.21446913,gondomar,79.8,84.1,0.05388471177944859
porto,Sep-19 to Feb-20,Female,15-24,0.7558174870000001,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Female,25-34,2.182640746,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Female,35-44,1.969462621,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Female,45-54,8.553151021,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Female,55-64,14.94472901,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Female,65+,26.02256978,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,15-24,0.061788300000000004,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,25-34,8.616273729,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,35-44,3.149915743,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,45-54,7.536028566000001,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,55-64,1.983641327,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-19 to Feb-20,Male,65+,29.85542446,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,15-24,1.496914277,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,25-34,0.917159194,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,35-44,1.447123753,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,45-54,2.6493598769999998,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,55-64,4.943889458999999,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Female,65+,17.387073,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Male,25-34,2.01172558,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Male,35-44,1.894682126,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Male,45-54,3.619975085,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Male,55-64,0.625510152,gondomar,157.8,84.1,-0.4670468948035489
porto,Sep-20 to Jan-21,Male,65+,15.33800537,gondomar,157.8,84.1,-0.4670468948035489
santo tirso,Sep-19 to Feb-20,Female,35-44,0.20765867699999999,gondomar,85.8,84.1,-0.019813519813519847
santo tirso,Sep-19 to Feb-20,Male,35-44,0.057524516,gondomar,85.8,84.1,-0.019813519813519847
santo tirso,Sep-19 to Feb-20,Male,55-64,0.206892779,gondomar,85.8,84.1,-0.019813519813519847
santo tirso,Sep-20 to Jan-21,Female,25-34,0.205190105,gondomar,85.8,84.1,-0.019813519813519847
santo tirso,Sep-20 to Jan-21,Female,35-44,0.143835686,gondomar,85.8,84.1,-0.019813519813519847
santo tirso,Sep-20 to Jan-21,Male,25-34,0.06445917,gondomar,85.8,84.1,-0.019813519813519847
vale de cambra,Sep-20 to Jan-21,Female,35-44,0.20334267600000003,gondomar,86.9,84.1,-0.032220943613348804
vale de cambra,Sep-20 to Jan-21,Male,65+,42.85949071,gondomar,86.9,84.1,-0.032220943613348804
valongo,Sep-19 to Feb-20,Female,35-44,41.31839825,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-19 to Feb-20,Male,15-24,81.11247955,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-19 to Feb-20,Male,25-34,1.235475303,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-19 to Feb-20,Male,35-44,7.714518301,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-19 to Feb-20,Male,45-54,6.404664722000001,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-19 to Feb-20,Male,65+,65.89114747,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Female,15-24,32.04803001,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Female,25-34,16.79006185,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Female,35-44,21.58141491,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Female,45-54,22.75265336,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Female,55-64,24.53225923,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,15-24,88.11787334,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,25-34,16.39798462,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,35-44,4.657226765,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,45-54,6.072737097999999,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,55-64,1.1725584709999999,gondomar,91.7,84.1,-0.08287895310796083
valongo,Sep-20 to Jan-21,Male,65+,53.60184867,gondomar,91.7,84.1,-0.08287895310796083
vila nova de gaia,Sep-19 to Feb-20,Female,15-24,1.271205487,gondomar,100.1,84.1,-0.15984015984015984
vila nova de gaia,Sep-19 to Feb-20,Female,25-34,2.2017706830000003,gondomar,100.1,84.1,-0.15984015984015984
vila nova de gaia,Sep-19 to Feb-20,Female,35-44,0.476358224,gondomar,100.1,84.1,-0.15984015984015984
vila nova de gaia,Sep-19 to Feb-20,Female,45-54,6.8406836360000005,gondomar,100.1,84.1,-0.15984015984015984
vila nova de gaia,Sep-19 to Feb-20,Female,55-64,3.240063718,gondomar,100.1,84.1,-0.15984015984015984
vila nova de gaia,Sep-19 to Feb-20,Male,15-24,8.096911104,gondomar,100.1,84.1,-0.15984015984015984
